Item_ID,Item,Construct,Bloom_Level,Bloom_Action_Verbs,DoK_Level,Lexical_Diversity,Avg_Sentence_Length,Readability,DBSCAN_Cluster,NMF_Topic,Spectral_Cluster,Cluster,Topic
HiBloom_926,"Two colleagues, Micheal and Sarah, recently returned from working in Abu Dhabi, UAE. Upon arrival at Entebbe International Airport, they exchanged 5,000 Emirati Dirhams (AED) for Ugandan shillings (UGX) at an exchange rate of 1 AED = 1,050 UGX. They then travelled to Lakeview Paradise Resort, located 60km north of their previous stop, and opted to take a motorboat as there was no direct road between two locations. The boat first travelled 30km on a bearing of 0900, then veered off to a bearing of 2700 for another 30km before halting. The boat hire company charges 12.000 UGX per kilometre.
Tasks:
(a)  How much did Micheal and Sarah receive in Ugandan Shillings in exchange for their Dirhams?
(b)  What bearing should the boat captain follow to get from the last stopping point to Lakeview Paradise Resort?
(c)  What was the total cost for the boat trip from the starting point to the resort?",Geometry and Measures,Analyse ,"Analyze, Appraise, Break down, Categorize, Classify, Compare, Contrast, Correlate, Decompose, Deconstruct, Diagram, Differentiate, Discriminate, Distinguish, Dissect, Examine, Explore, Identify patterns, Integrate, Investigate, Parse, Relate, Resolve, Separate, Subdivide, Uncover, Unravel",3.499263622974963,0.632258064516129,17.22222222222222,63.90593567251463,0,0,1,0,1
HiBloom_927,"Grace left Nairobi for Kisumu at 08:00 AM aboard a City Link bus. The bus travelled for 1 hour to reach Limuru. From Limuru, it took another 3 hours to reach the Naivasha Junction. Afterward, the bus continued to the Mombasa Road interchange, reaching there in 2 hours. The bus then travelled for 130km to the Machakos turnoff. After a quick 45-minute stop, it moved on to Kisumu, taking 3 hours to reach the city. The bus travelled at a steady speed of 70 km/h, though frequent stopovers (Limuru, Naivasha junction, and Mombasa Road interchange) were made. At each stopover, the bus stayed for 30 minutes, except for the 1-hour break at Naivasha Junction. Grace’s aunt, who was waiting at her destination, was disappointed Grace arrived later than expected. Despite leaving Nairobi at 8:00 AM, her Auntie doubted Grace’s travel time. Grace believes that if she shows an illustration of the bus journey her aunt will understand the delays. City Link Bus Company also provides a complimentary 600ml bottle of water to each passenger who does not purchase drinks or snacks at the Naivasha Junction. On this journey, 35 bottles were distributed from a total stock of 5 cartons. Each carton contains 15 bottles, and the company ensures there are always 6 cartons of water available each day.
Tasks:
(a)  Create a journey illustration to hep Grace explain her arrival time t her aunt.
(b)  Help the bus conductor estimate how many cartons of will be needed for the following day.",Numbers,Evaluate,Appraise; Argue; Assess; Check; Conclude; Confirm; Critique; Debunk; Defend; Detect errors; Evaluate; Hypothesise; Interpret; Judge; Justify; Monitor; Prioritise; Prove; Rank; Rate; Recommend; Refute; Review; Select; Support; Test; Validate; Verify.,3.0,0.562015503875969,16.125,64.85481698207174,1,1,0,0,1
HiBloom_928,"Kato and Amiina are siblings. They recently bought their first plot of land, which is rectangular with the following corner coordinates: B1 (0,0), B2 (12, 45), and B4 (0,45), with each coordinate in metres. They have shared this land and have now decided to divide it for personal use. Each of them wants to acquire another piece of land on the same size located just across the road. There are two parallel roads passing through the coordinates (25, 60), and the two plots of land they are considering are on either side of these roads. The same width of land is reserved along both sides of the road. The local authorities have a policy that mandates land  owners to either expand or reduce their land  every five  years, to  encourage development. Land can be acquired from a neighbouring plot, with mutual agreement and compensation for the change. Kato plans to build a house on half of his portion of land by the end of the year. To estimate how many bricks he will need, he needs to calculate the area of the land available for construction.
Tasks:
(a) Using the corner coordinates, illustrate the two pieces of land that Kato and Amina can choose from.
(b) Illustrate how Kato’s plot will look if he doubles the land size starting from the point B1 (0,0), while maintaining the shape of the land and not entering the road reserve.
(c) Kato needs to know the area of the land where he plans to build. Help him calculate the area of the available space, which will assist in estimating the number of bricks required for his construction project.",Data and Probability,Create,Adapt; Assemble; Combine; Compile; Compose; Construct; Derive; Design; Develop; Devise; Formulate; Generalise; Generate; Hypothesise; Integrate; Invent; Make; Model; Modify; Originate; Plan; Predict; Produce; Prove; Reconstruct; Reorganise; Re-present; Synthesise; Theorise; Write,4.0,0.5268817204301075,19.92857142857143,63.84295454545456,2,1,2,1,0
HiBloom_929,"A woman was looking for ripe papayas on a papaya tree she observed from two different positions. The woman, who is 1.6 metres tall, was 25 metres away from tree when she saw the papayas at two different angles of elevation; 400 and 600 respectively. During a team-building event, participants decided to build pyramid shaped tents for their accommodation. Each tent’s slant edge measured 7 meters, and the base was rectangular, with dimensions of 5 metres by 4 metres.
Tasks:
(a)  As a student of mathematics, help the woman determine the height of the papaya tree and calculate the distance between 2 ripe papayas.
(b)  Assist the event organizer in determining the angles between the slant edges and the base of the pyramid. Additionally, find the angle between the slant faces and the base.
(c)  Calculate the total amount of money that will be spent on the cloth required to cover the tent if the cost of 1 square meter of cloth is UGX 6,000.",Numbers,Analyse ,"Analyze, Appraise, Break down, Categorize, Classify, Compare, Contrast, Correlate, Decompose, Deconstruct, Diagram, Differentiate, Discriminate, Distinguish, Dissect, Examine, Explore, Identify patterns, Integrate, Investigate, Parse, Relate, Resolve, Separate, Subdivide, Uncover, Unravel",3.499263622974963,0.5976331360946746,18.77777777777778,55.43030303030307,0,1,1,2,1
HiBloom_930,"Mr. Samuel plans to construct a small retreat house next to his primary residence where he can relax during his free time. The house will have a cuboid-shaped structure with dimensions of 10 meters by 6 meters by 5 meters, topped with a triangular roof. It will also include 3 windows, each measuring 1 meter by 0.75 meters, and a door with dimensions of 2 metres by 1 meter. Mr. Samuel intends to paint the exterior walls of the house, and he knows that 1 litre of paint covers 4 square meters. Each can of paint costs Shs 18,000.
Tasks:
(a)  Help Mr. Samuel calculate the total cost surface area of the walls that need to be painted.
(b)  Determine how many tins of paint are required for the entire painting project.
(c)  Calculate the total cost Mr. Samuel will incur for painting the entire house.",Patterns and Algebra,Evaluate,Appraise; Argue; Assess; Check; Conclude; Confirm; Critique; Debunk; Defend; Detect errors; Evaluate; Hypothesise; Interpret; Judge; Justify; Monitor; Prioritise; Prove; Rank; Rate; Recommend; Refute; Review; Select; Support; Test; Validate; Verify.,3.0,0.5973154362416108,11.46153846153846,70.51934620174347,1,1,0,0,1
HiBloom_931,"Two friends Mark and Grace, recently returned to Uganda after working abroad in the Middle East. Upon arrival at Entebbe International Airport, they exchanged their Bahraini Dinar (BHD) for Ugandan shillings (Ushs) at an exchange rate of 1 BHD = 1,400 UShs. They exchanged 10 BHD. They decided to visit the popular Ssese Island Beach and planned to travel to another location, Lake Victoria Resort, which is situated 40 kilometres to the southeast. Since no direct road connects the two locations, they hired a motor boat for the journey. The boat travelled 15 kilometres on a bearing of 0900, then another 20 kilometres on a bearing 2700 before stopping briefly. The boat rental company charges UShs 12,000 for each kilometre travelled.
Tasks:
(a)  How much did Mark and Grace receive in Ugandan shillings after exchanging their Bahraini Dinar?
(b)  From the point where the boat stopped, what bearing should the captain follow to reach the Lake Victoria Resort?
(c)  What was the total expenditure on transport for their journey from Ssese Island to Lake Victoria Resort?",Geometry and Measures,Create,Adapt; Assemble; Combine; Compile; Compose; Construct; Derive; Design; Develop; Devise; Formulate; Generalise; Generate; Hypothesise; Integrate; Invent; Make; Model; Modify; Originate; Plan; Predict; Produce; Prove; Reconstruct; Reorganise; Re-present; Synthesise; Theorise; Write,4.0,0.6101694915254238,17.7,53.71250000000003,2,1,2,1,1
HiBloom_932,"A cargo ship departs from Jinja Port and sails on a bearing of 060 heading toward Kisumu Port. Two groups one associated with the Lord’s Resistance Army (LRA), and another with Boko Haram they are trying to intercept the ship. The Boko Haram group, on the other hand sails on a bearing of 0300 to Kisumu Port at a speed of 20 km/h. The bearing from Jinja Port to Kisumu Port is 1200, and the distance between the two ports is 350 km. The Uganda People’s Defence Force is stationed at Kisumu Port, where they have hidden in a rectangular block building. This building has a length that is 3cm longer than its width, and the height is 2cm greater than twice the width the total volume of the building is 720 cm3.
Tasks:
(a)  Determine the positions of the three ports (Jinja, Kisumu, and the ships’ location), and describe the direction of Jinja Port from Kisumu Port.
(b)  How long would the UPDF have to wait to ambush the Boko Haram group at Kisumu Port?                                    (c)  Based on your calculations, determine the total surface area of the rectangular block building used by the UPDF.",Numbers,Analyse ,"Analyze, Appraise, Break down, Categorize, Classify, Compare, Contrast, Correlate, Decompose, Deconstruct, Diagram, Differentiate, Discriminate, Distinguish, Dissect, Examine, Explore, Identify patterns, Integrate, Investigate, Parse, Relate, Resolve, Separate, Subdivide, Uncover, Unravel",3.499263622974963,0.5151515151515151,22.0,72.04333333333335,0,1,1,0,1
HiBloom_933,"Joseph, an architect, is designing a living room that includes the installation of five light fixtures on the ceiling. The coordinates of the light fixtures are given as follows:
Lamp A: (10, 14), Lamp B: (6, -4), Lamp C: (25, -8), Lamp D: (18,12), Lamp P: (13, 4). Each coordinate is measured in meters. Joseph claims that the lamps B, P, and D lie in a straight line. Prove whether this statement is correct or incorrect based on your calculations. In the adjacent dinning room, Joseph plans to replicate the same design but rotate the lamp positions by a positive 900 around the origin. Help him calculate the new coordinates of the lamps in the dining room after the rotation. Additionally, Joseph wants to enlarge the design in the kitchen by scaling lamps A, P, and D using a scale factor of 1.5.
Task:
(a)  Prove Statement Lamps B, P, and D are not collinear.
(b)  New Coordinates After Rotation
(c)  Help him find the new coordinates of these lamps after the enlargement.",Data and Probability,Evaluate,Appraise; Argue; Assess; Check; Conclude; Confirm; Critique; Debunk; Defend; Detect errors; Evaluate; Hypothesise; Interpret; Judge; Justify; Monitor; Prioritise; Prove; Rank; Rate; Recommend; Refute; Review; Select; Support; Test; Validate; Verify.,3.0,0.5485714285714286,15.90909090909091,65.55411271676304,1,1,0,0,0
HiBloom_934,"Lilian has recently started working at a crafts shop, and her first task is to create 100 lamp shades for bedside lamps. Each lamp shade has two circular parts: the upper circle with a diameter of 6cm and a lower circle with a diameter of 8cm. The required slant height for the lampshade is 10cm. The lampshades are designed to be positioned at 30% of the vertical height. Lillian needs to figure out the minimum amount of material required to make one lampshade to estimate the cost for the entire order. At the workshop, each lampshade is sold for UGX 400,000, with a 6% discount for cash payments. Alternatively, a customer can pay UGX 120,000, in cash upfront, followed by 5 equal monthly instalments of UGX 90,000 each.
Tasks:
(a)  (i) Help Lillian determine how to position the lampshade as required in the design.
(ii) Calculate the least amount of material required to make one lampshade.
(b)  If you were to buy a lampshade, which payment option would you choose and why?",Numbers,Create,Adapt; Assemble; Combine; Compile; Compose; Construct; Derive; Design; Develop; Devise; Formulate; Generalise; Generate; Hypothesise; Integrate; Invent; Make; Model; Modify; Originate; Plan; Predict; Produce; Prove; Reconstruct; Reorganise; Re-present; Synthesise; Theorise; Write,4.0,0.6057142857142858,17.5,63.46072093023258,2,0,2,1,2
HiBloom_935,"Your uncle has started a new bakery and has decided to create a cake with a unique pentagonal base. Each side of the pentagon is to be 5cm long. The cake base will be cut from a large circular cardboard, and your uncle needs your assistance in designing the cake base. A customer has already placed an order for 12 cakes each priced at UGX 180,000. The production cost for each cake is UGX 120,000, but your uncle has promised a 3% discount for this order. Additionally, your uncle is required to pay a sales tax of UGX 1,200 for every UGX 12,000 earned from sales. He plans to deposit the remaining amount into the bank.
Tasks:
(a)  Show how you would accurately draw the edges of the pentagonal cake base
(b)  As a student of Mathematics help your uncle calculate the amount, he will deposit in his bank account after receiving payment for the 12 cakes.",Patterns and Algebra,Analyse ,"Analyze, Appraise, Break down, Categorize, Classify, Compare, Contrast, Correlate, Decompose, Deconstruct, Diagram, Differentiate, Discriminate, Distinguish, Dissect, Examine, Explore, Identify patterns, Integrate, Investigate, Parse, Relate, Resolve, Separate, Subdivide, Uncover, Unravel",3.499263622974963,0.5652173913043478,20.125,65.13473328025479,0,1,1,0,1
HiBloom_936,"A friend is planning to build a rooftop on their house and was given a set of sketches to guide the construction. The dimensions for the two sides of the roof are as follows: (Diagram)
The builder suggests using metal roofing sheets that measure 3ft by 4ft, each priced at UGX 45,000. Your friend needs help determining how many sheets buy and the total of the roofing material. (Note: 1 foot = 0.3048 meters). Additionally, your friend plans to take out a loan of UGX 5,000,000 to finance other house projects. One bank offers a loan with a simple interest rate of 12% for 5 years, while another offers the same loan at a compound interest rate of 7% for the same period. He is finding it difficult to choose which bank to approach for the loan:
Tasks:
(a)  (i) How many iron sheets will your friend need to buy for the roofing an what will the cost be?
(b)  (ii) Which bank would you recommend for the loan and why?",Geometry and Measures,Evaluate,Appraise; Argue; Assess; Check; Conclude; Confirm; Critique; Debunk; Defend; Detect errors; Evaluate; Hypothesise; Interpret; Judge; Justify; Monitor; Prioritise; Prove; Rank; Rate; Recommend; Refute; Review; Select; Support; Test; Validate; Verify.,3.0,0.6091954022988506,19.33333333333333,74.29095588235296,1,0,0,0,1
HiBloom_937,"Rita usually departs from a pier located at coordinate C (2, -8) on her map, headed to island X, which is located at coordinate X (6,-4). Island X lies to the north-east of the pier. On this trip, Rita intends to extend her journey to another island Y, which is located 12km to the north east of Island X. After visiting Island Y, Rita plans to return directly to the pier. Rita plans to spend 4 hours at Island X and 5 hours at Island Y during her trip. Her journey is scheduled to start at 8:00 am, and she hopes to return by 7:00pm as she has to work the next morning. The boat travels at an average speed of 70 km/h. Rita is responsible for paying her team members, some of whom received a salary increase to UGX 800,000. This amount includes an allowance of UGX 150,000. Rita needs to calculate how much income tax she needs to deduct and the net amount to be paid to each worker, based on the following tax bands: Taxable income from UGX 0 to UGX 250,000:5%, taxable income from 250,001 to UGX 500,000: 10%, Taxable income above
UGX 500,000:15%
Tasks:
(a)  (i) What is the total distance Rita will sail during her trip?
(ii) What is the total time for the entire journey, including the sailing time? (iii)Will Rita make it back by the planned? Justify your answer.
(b)  What is the amount Rita will pay each worker after deducting the income tax?",Numbers,Create,Adapt; Assemble; Combine; Compile; Compose; Construct; Derive; Design; Develop; Devise; Formulate; Generalise; Generate; Hypothesise; Integrate; Invent; Make; Model; Modify; Originate; Plan; Predict; Produce; Prove; Reconstruct; Reorganise; Re-present; Synthesise; Theorise; Write,4.0,0.4924812030075188,19.0,68.04357142857143,2,0,2,1,2
HiBloom_938,"A homeowner plans to tile a room that has three walls and the floor. The contractor has provided the following quotations for the materials and labour required to complete the tiling: Tile specifications: Each box of tiles covers an area of 2 square meters and costs UGX 40,000. Wall and floor measurements: Two opposite walls each 7 feet by 5 feet. The remaining wall and the floor each measure 5 feet by 7 feet. Labor costs: Labor charges are UGX 10,000 per square meter. Additional Expenses: Consumables such as adhesive, sand, cement, spacers, and grout total UGX 250,000. The homeowner has enough cash to cover consumables and other expenses but needs to borrow money for the tiles and Labor. The loan will be provided by family members at a compound interest rate of 6% for 2 years. The home owner is uncertain about how much to borrow and how much will need to be repaid by the end of the loan period. (Note: 1 foot = 0.3048 meters)
Task:
Help the homeowner determine the following:
(a)  i) How much money should be borrowed for the tiles and labour?
ii) How much will need to be repaid by the end of 2 years?",Data and Probability,Analyse ,"Analyze, Appraise, Break down, Categorize, Classify, Compare, Contrast, Correlate, Decompose, Deconstruct, Diagram, Differentiate, Discriminate, Distinguish, Dissect, Examine, Explore, Identify patterns, Integrate, Investigate, Parse, Relate, Resolve, Separate, Subdivide, Uncover, Unravel",3.499263622974963,0.526829268292683,17.08333333333333,69.03673507462688,0,1,1,0,1
HiBloom_939,"A manager of a paint manufacturing company has received an order from a client to mix three colours – yellow (Y), Green(G), and Black (B) – in the following ratios, Y:G = 4:3, G:B = 5:3. The client has ordered a total of 500 litres of the mixed paint. The prices of the paints are: Yellow paint costs UGX 2,500 per litre. Green paint costs UGX 3,200 per litre. Black paint costs UGX 3,800 per litre. The mixed paint is packed into buckets shaped like a frustum. The dimensions of the buckets are; Top diameter:40 cm, Bottom diameter: 25 cm, Height:50 cm. In addition, the manager has purchased a cylindrical tank with the following dimensions to store the palm; Diameter: 2 metres, Height: 1.5 meters. The manager plans to fill the tank with the mixed paint to ensure there is enough stock for future orders.
Task: (a) i) How much of each paint (Yelow, Green, and Black) will the manger need to produce the required 500 litres of mixed paint?
ii) How much will the manager spend on the required paint?
iii)What is the manager’s margin if he sells 1 litre of the mixed paint at UGX 3,000 per litre?",Numbers,Evaluate,Appraise; Argue; Assess; Check; Conclude; Confirm; Critique; Debunk; Defend; Detect errors; Evaluate; Hypothesise; Interpret; Judge; Justify; Monitor; Prioritise; Prove; Rank; Rate; Recommend; Refute; Review; Select; Support; Test; Validate; Verify.,3.0,0.4904761904761905,16.15384615384615,75.44238095238097,1,1,0,0,2
HiBloom_940,"Mr. Kato is a senior architect at SUNTECH Construction Ltd. A client who plans to build a new house reached out to him for guidance on designing a master bedroom. After their discussions, the client was given the following blueprint of the bedroom layout. The initial plan was submitted to the site engineer, who had to fold the figure in a specific way to visualize the actual structure of the bedroom, which consists of flow ABCD and ceiling EFGH. After construction, it was noticed that the bedroom needed to be tiled using tiles of dimensions 4 metres by 3 metres.
Task:
a)   i) Help the site engineer sketch the true shape of the master bedroom, including its ceiling.
ii) The engineer needs a wire to connect corners ‘A’ and ‘C’ for some electrical work. Determine the exact length of the wire needed in centimetres.
iii) the engineer wants to use a ladder to reach the ceiling from corner ‘A’ to corner ‘F’. What angle should the ladder make with the floor in order to be safely inclined?
b)   A box of tiles costs UGX 4,000. Based on the calculations, advise your client on how much money will be needed to purchase enough boxes of tiles for the bedroom.",Patterns and Algebra,Create,Adapt; Assemble; Combine; Compile; Compose; Construct; Derive; Design; Develop; Devise; Formulate; Generalise; Generate; Hypothesise; Integrate; Invent; Make; Model; Modify; Originate; Plan; Predict; Produce; Prove; Reconstruct; Reorganise; Re-present; Synthesise; Theorise; Write,4.0,0.5933014354066986,16.07692307692308,64.78205128205128,2,1,2,1,1
HiBloom_941,"During a recent survey on regional development, an enumerator was assigned to collect data in Munyonyo District. One day, while travelling from Town X to Y, the enumerator should first travel to Munyonyo Secondary School and from there head east for some distance until reaching the first trading centre, after which the path to Town Y would become clearer. Munyonyo Secondary School is located 180 km at a bearing of 1200 from town X. The trading centre is 250 km east of the school, while Town Y lies 350 km at a bearing of N150  E from the trading centre. Meanwhile the government had deployed two aerial surveillance officers in a plane to monitor the enumerators walking along a road, positioned 30 metres apart, with the angles of their positions measured at 550 and 350, respectively from their reference point. Task:
(a)  Assume that there are no obstacles like islands. Help the enumerator calculate the shortest direct distance between Town X and Town Y (in kilometres).
(b)  If the government decides to build a bridge connecting Munyonyo Secondary School directly to Town Y, calculate the length of the bridge.
(c)  Based on the observations made by the surveillance officers, calculate the vertical distance between the plane and the ground when the two enumerators were observed walking.",Geometry and Measures,Analyse ,"Analyze, Appraise, Break down, Categorize, Classify, Compare, Contrast, Correlate, Decompose, Deconstruct, Diagram, Differentiate, Discriminate, Distinguish, Dissect, Examine, Explore, Identify patterns, Integrate, Investigate, Parse, Relate, Resolve, Separate, Subdivide, Uncover, Unravel",3.499263622974963,0.5555555555555556,24.0,48.52500000000003,0,2,1,2,0
HiBloom_942,"Due to a recent outbreak, the government has placed a quarantine on all livestock in the Central Highlands region, particularly in Kabale District. The local member of Parliament (MP) has decided to host a grand celebration for his constituents in honour of the success of the of the National Agriculture Development Program (NADP). He intends to invite many guests but faces a challenge due to the livestock restrictions in Kabale. As a solution, he has been advised to travel to Kiryandongo District, known for its affordable cattle and high-quality milk production. The MP travles 200km eastward to Kampala. From there, he heads to Nansana, which is located 1200 south east of Kampala. And 75 km away. Finally, from Nansana, he continues southward to Kiryandogo, a distance of 160km.
While in Kiryandongo, the MP purchases 500 cattle. Each cow costs UGX 900,000. The local farmer offers a 7% discount on each cow, plus an additional 12% discount for any purchase over 300 cows.
Tasks:
(a)  Direct the MP on the shortest route he should take and calculate the shortest distance between Kabale and Kiryandongo.
(b)  Find the total cost the MP incurs in purchasing the cattle, factoring in the discounts.",Numbers,Evaluate,Appraise; Argue; Assess; Check; Conclude; Confirm; Critique; Debunk; Defend; Detect errors; Evaluate; Hypothesise; Interpret; Judge; Justify; Monitor; Prioritise; Prove; Rank; Rate; Recommend; Refute; Review; Select; Support; Test; Validate; Verify.,3.0,0.6169154228855721,15.46153846153846,58.23337069965214,1,1,0,0,0
HiBloom_943,"A container in the shape of a frustum is used to carry water. The open end of the container has a diameter of 35 cm, and the bottom diameter is 25 cm. The container is 50cm deep and is intended to fill a cylindrical tank with a diameter of 2 meters and a height of 1.5 meters. In addition, a company needs to mix 500 litres of paint using three types of paints: Red (R), Yellow(Y), and Blue (B),. The ratio of Red to Yellow paint is 4:3 and Yellow to Blue is 5:2. The prices per litre are: Red paint costs UGX 2,000 per litre. Yellow paint costs UGX 2,500 per litre. Blue paint costs UGX 1,800 per litre.
Tasks;
(a)  i) Determine the capacity of the frustum-shaped container in litres, correct to 3 decimal places.
ii) Calculate the capacity of the cylindrical tank in litres, correct to 2 decimal points.
iii) How many buckets (of the frustum shape are required to completely fill the cylindrical tank?
(b)  i) Calculate the amount of each type of paint (Red, Yellow, and Blue) in the 500 litres of mixed paint. ii) Determine the cost to make 1 litre of the paint mixture.
iii) Find the percentage profit made by selling the mixture at UGX 2,600 per litre.",Data and Probability,Create,Adapt; Assemble; Combine; Compile; Compose; Construct; Derive; Design; Develop; Devise; Formulate; Generalise; Generate; Hypothesise; Integrate; Invent; Make; Model; Modify; Originate; Plan; Predict; Produce; Prove; Reconstruct; Reorganise; Re-present; Synthesise; Theorise; Write,4.0,0.4133333333333333,15.0,73.67500000000003,2,1,2,1,2
HiBloom_944,"A rural town in Eastern Highlands has been experiencing unreliable internet connectivity for years. in response to this, the government and local network providers are collaborating to install a communications mast that will provide coverage across the entire region the region is shaped like a triangle with the following dimensions; Side AB (the main starting point for the mast constructing) is 12 km, side BC 9km, side AC is 7km.
Task:
(a)  i)Using a scale drawing, help the government create an accurate representation of the region to plant.
ii) Calculate the angle ABC.
iii) The mast must be located where two perpendicular bisectors of the triangle interest help identify the point M where the mast should located calculate its perpendicular distance from point A (the main landing site)
iv) Given that the frequency of the mast must cover the entire region determine the locus of the frequency and measure its radius
(b)  Two points, P and Q are 1,200 metres apart. The angle of elevation from P and Q to the top of the mast are 500 and 350, respectively.
Calculate the height of the mast if:
(i) The points P and Q are located on the same side of the mast.
(ii) The points P and Q are located on opposite sides of the mast.",Numbers,Analyse ,"Analyze, Appraise, Break down, Categorize, Classify, Compare, Contrast, Correlate, Decompose, Deconstruct, Diagram, Differentiate, Discriminate, Distinguish, Dissect, Examine, Explore, Identify patterns, Integrate, Investigate, Parse, Relate, Resolve, Separate, Subdivide, Uncover, Unravel",3.499263622974963,0.5229357798165137,27.25,47.04666666666668,0,1,1,2,1
HiBloom_945,"A farmer in Northern plains has been facing issues with land disputes and has been advised to hire a surveyor to measure to measure her land and plan for fencing. After conducting the survey, the land surveyor determined that the length of the rectangular land is 12 metres more than its width and the total area of the land is 480 square metres.
Task: Help the farmer determine the dimensions of her land to plan for proper fencing.",Patterns and Algebra,Evaluate,Appraise; Argue; Assess; Check; Conclude; Confirm; Critique; Debunk; Defend; Detect errors; Evaluate; Hypothesise; Interpret; Judge; Justify; Monitor; Prioritise; Prove; Rank; Rate; Recommend; Refute; Review; Select; Support; Test; Validate; Verify.,3.0,0.6025641025641025,26.0,57.88346153846157,1,1,0,2,0
HiBloom_946,"A certain school in Greenfield District has organised a field trip for its grade 8 students. The class teacher ha planned the travel route for the trip. From the school, the students will travel west for a distance of 150km to reach Town X, where they will spend the night. The next day, they will continue on a bearing of N450E, for 180 km to town Y, where they will stay for the second night. After Town Y, the students will return to the school, but the teacher has been informed that there is a direct route from Town Y the teacher will to the school. The teacher is unsure if this direct route will save fuel costs, and wants to know if taking the direct route will be more economical. Additionally, at the school each Grade 8 teacher earns a monthly salary of UGX 1,500,000. They receive a housing allowance of UGX 350,000, utilities allowance of UGX 120,000 and an off-station allowance of UGX 200,000. Teachers are also required to contribute 5% of their gross salary to social security fund. However, the school bursar is unavailable due to illness, and teachers must still receive their salary before the trip. The country’s tax rates are as follows:                              Monthly Taxable Income	Tax rate %
UGX 400,000	10%
UGX 400,001 to UGX 800,000	15%
UGX 800,001 to UGX 1,200,000	20%
Over UGX 1,200,000	25%
Tasks:
(a) Using your mathematical skills, advice the teacher on which route they should use to save the most on fuel costs.
(b) Help the school administrator determine the amount of money each teacher should receive after taxes and contributions, and the amount that should be deposited into each teacher’s bank account before the trip.",Geometry and Measures,Create,Adapt; Assemble; Combine; Compile; Compose; Construct; Derive; Design; Develop; Devise; Formulate; Generalise; Generate; Hypothesise; Integrate; Invent; Make; Model; Modify; Originate; Plan; Predict; Produce; Prove; Reconstruct; Reorganise; Re-present; Synthesise; Theorise; Write,4.0,0.4867549668874172,25.16666666666667,63.43507575757577,2,2,2,1,2
HiBloom_947,"A local bakery has received a special order from a client who is planning a grand wedding celebration. The client has requested a set custom baking tins for the wedding cake, and they need to be designed with specific dimensions. Each tin must have a diameter of 24 cm at the base, a top diameter of 36cm, and a height of 28cm. The bakery needs your help to calculate the amount of material required to manufacture one of these tins so that the right amount of material can be ordered. Additionally, the bakery has recently purchased a new ice cream cone-making machine. This machine produces ice cream cones with a base diameter of 9cm and an adjustable height, depending on how much ice cream is to be dispensed. The client wants each cone to hold exactly 63 cm3 of ice cream, and they need you to determine the height of the cone that the machine should produce to match this volume.
Tasks:
(a) Determine the amount of material needed to make one baking tin, which is shaped like a truncated cone (a frustum of a cone). Use the dimensions provided (24cm base diameter, 36 cm top diameter, and 28 cm height) to calculate the surface area of the frustum. This will give the bakery the material required to make one baking tin.
(b) Using the given volume of 63 cm3 of ice cream, calculate the height of the cone the machine should make. The cone has a base diameter of 9cm. Assume that the cone’s shape is a perfect cone, and use the volume formular for a cone to determine the height.",Numbers,Analyse ,"Analyze, Appraise, Break down, Categorize, Classify, Compare, Contrast, Correlate, Decompose, Deconstruct, Diagram, Differentiate, Discriminate, Distinguish, Dissect, Examine, Explore, Identify patterns, Integrate, Investigate, Parse, Relate, Resolve, Separate, Subdivide, Uncover, Unravel",3.499263622974963,0.427007299270073,21.07692307692308,60.56425339366515,0,1,1,0,0
HiBloom_948,"You are designing a triangular camping tent with a carpet for the floor. The tent will have rectangular faces, each measuring 5 ft by 8 ft, where the shorter side of each rectangular is positioned along the slanting edges of the tent. The rectangular faces should form a 450 angle with the floor. The design is inspired by the typical shape of a tent, with a triangular roof and slanted walls.                                                      (a)  Draw the Tent Frame: Sketch the frame of the tent, showing how the rectangular faces are arranged to form the sides and roof of the tent.
(b)  (i) Calculate the Carpet size:
(c)  (i) Determine the cloth Area Needed:",Data and Probability,Evaluate,Appraise; Argue; Assess; Check; Conclude; Confirm; Critique; Debunk; Defend; Detect errors; Evaluate; Hypothesise; Interpret; Judge; Justify; Monitor; Prioritise; Prove; Rank; Rate; Recommend; Refute; Review; Select; Support; Test; Validate; Verify.,3.0,0.5405405405405406,18.5,65.3493918918919,1,1,0,0,1
